preparation,uuid,template_title,template_type,template_number,parent_wtno_i,wtno_i,mutation,mutator,status,mutation_time,created_by,created_date
 , ,CAAV-F586-SECTION5-B1-2,J,2, ,370'303,19'823,VJC2741,0,14971979,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-3.1,J,3.1, ,370'304,19'823,VJC2741,0,14972010,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-3.2,J,3.2, ,370'305,19'823,VJC2741,0,14972038,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-3.3,J,3.3, ,370'306,19'823,VJC2741,0,14972070,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-3.4,J,3.4, ,370'307,19'823,VJC2741,0,14972099,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-3.5,J,3.5, ,370'308,19'823,VJC2741,0,14972127,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-3.6,J,3.6, ,370'309,19'823,VJC2741,0,14972162,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-4,J,4, ,370'310,19'823,VJC2741,0,14972190,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-5.1,J,5.1, ,370'311,19'823,VJC2741,0,14972219,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-5.2,J,5.2, ,370'312,19'823,VJC2741,0,14972247,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-6.1,J,6.1, ,370'313,19'823,VJC2741,0,14972275,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-6.2,J,6.2, ,370'314,19'823,VJC2741,0,14972303,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-7.1,J,7.1, ,370'315,19'823,VJC2741,0,14972330,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-7.2,J,7.2, ,370'316,19'823,VJC2741,0,14972358,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-7.3,J,7.3, ,370'317,19'823,VJC2741,0,14972385,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-7.4,J,7.4, ,370'318,19'823,VJC2741,0,14972412,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-8.1,J,8.1, ,370'319,19'823,VJC2741,0,14972440,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-8.2,J,8.2, ,370'320,19'823,VJC2741,0,14972470,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-8.3,J,8.3, ,370'321,19'823,VJC2741,0,14972501,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-8.4,J,8.4, ,370'322,19'823,VJC2741,0,14972530,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-8.5,J,8.5, ,370'323,19'823,VJC2741,0,14972558,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-9.1,J,9.1, ,370'324,19'823,VJC2741,0,14972586,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-9.2,J,9.2, ,370'325,19'823,VJC2741,0,14972614,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-10,J,10, ,370'326,19'823,VJC2741,0,14972642,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-11,J,11, ,370'327,19'823,VJC2741,0,14972669,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-12.1,J,12.1, ,370'328,19'823,VJC2741,0,14972697,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-12.2,J,12.2, ,370'329,19'823,VJC2741,0,14972725,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-13,J,13, ,370'330,19'823,VJC2741,0,14972753,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-14,J,14, ,370'331,19'823,VJC2741,0,14972781,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-15,J,15, ,370'332,19'823,VJC2741,0,14972810,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-16,J,16, ,370'333,19'823,VJC2741,0,14972837,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-17.1,J,17.1, ,370'334,19'823,VJC2741,0,14972864,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-17.2,J,17.2, ,370'335,19'823,VJC2741,0,14972892,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-18,J,18, ,370'336,19'823,VJC2741,0,14972921,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-19,J,19, ,370'337,19'823,VJC2741,0,14972948,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-20,J,20, ,370'338,19'823,VJC2741,0,14972978,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-21,J,21, ,370'339,19'823,VJC2741,0,14973006,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-22,J,22, ,370'340,19'823,VJC2741,0,14973034,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-23,J,23, ,370'341,19'823,VJC2741,0,14973062,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-24,J,24, ,370'342,19'823,VJC2741,0,14973089,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-25,J,25, ,370'343,19'823,VJC2741,0,14973121,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-26,J,26, ,370'344,19'823,VJC2741,0,14973148,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-27,J,27, ,370'345,19'823,VJC2741,0,14973176,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-28,J,28, ,370'346,19'823,VJC2741,0,14973204,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-29,J,29, ,370'347,19'823,VJC2741,0,14973232,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-30,J,30, ,370'348,19'823,VJC2741,0,14973259,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-31,J,31, ,370'349,19'823,VJC2741,0,14973287,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-32.1,J,32.1, ,370'350,19'823,VJC2741,0,14973314,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-32.2,J,32.2, ,370'351,19'823,VJC2741,0,14973342,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-33,J,33, ,370'352,19'823,VJC2741,0,14973370,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-34.1,J,34.1, ,370'353,19'823,VJC2741,0,14973398,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-34.2,J,34.2, ,370'354,19'823,VJC2741,0,14973426,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-34.3,J,34.3, ,370'355,19'823,VJC2741,0,14973454,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-34.4,J,34.4, ,370'356,19'823,VJC2741,0,14973481,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-34.5,J,34.5, ,370'357,19'823,VJC2741,0,14973509,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-35.1,J,35.1, ,370'358,19'823,VJC2741,0,14973536,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-35.2,J,35.2, ,370'359,19'823,VJC2741,0,14973563,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-35.3,J,35.3, ,370'360,19'823,VJC2741,0,14973591,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-35.4,J,35.4, ,370'361,19'823,VJC2741,0,14973619,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-36,J,36, ,370'362,19'823,VJC2741,0,14973646,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-37.1,J,37.1, ,370'363,19'823,VJC2741,0,14973674,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-37.2,J,37.2, ,370'364,19'823,VJC2741,0,14973702,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-37.3,J,37.3, ,370'365,19'823,VJC2741,0,14973730,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-37.4,J,37.4, ,370'366,19'823,VJC2741,0,14973758,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-38,J,38, ,370'367,19'823,VJC2741,0,14973786,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-39.1,J,39.1, ,370'368,19'823,VJC2741,0,14973814,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-39.2,J,39.2, ,370'369,19'823,VJC2741,0,14973841,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-39.3,J,39.3, ,370'370,19'823,VJC2741,0,14973869,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-39.4,J,39.4, ,370'371,19'823,VJC2741,0,14973897,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-40,J,40, ,370'372,19'823,VJC2741,0,14973925,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-41,J,41, ,370'373,19'823,VJC2741,0,14973952,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-42.1,J,42.1, ,370'374,19'823,VJC2741,0,14973980,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-42.2,J,42.2, ,370'375,19'823,VJC2741,0,14974008,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-42.3,J,42.3, ,370'376,19'823,VJC2741,0,14974036,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-43.1,J,43.1, ,370'377,19'823,VJC2741,0,14974064,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-43.2,J,43.2, ,370'378,19'823,VJC2741,0,14974091,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-44.1,J,44.1, ,370'379,19'823,VJC2741,0,14974118,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-44.2,J,44.2, ,370'380,19'823,VJC2741,0,14974146,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-44.3,J,44.3, ,370'381,19'823,VJC2741,0,14974174,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-45.1,J,45.1, ,370'382,19'823,VJC2741,0,14974201,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-45.2,J,45.2, ,370'383,19'823,VJC2741,0,14974229,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-45.3,J,45.3, ,370'384,19'823,VJC2741,0,14974256,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-46.1,J,46.1, ,370'385,19'823,VJC2741,0,14974284,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-46.2,J,46.2, ,370'386,19'823,VJC2741,0,14974311,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-46.3,J,46.3, ,370'387,19'823,VJC2741,0,14974339,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-46.4,J,46.4, ,370'388,19'823,VJC2741,0,14974368,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-47.1,J,47.1, ,370'389,19'823,VJC2741,0,14974395,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-47.2,J,47.2, ,370'390,19'823,VJC2741,0,14974423,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-47.3,J,47.3, ,370'391,19'823,VJC2741,0,14974451,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-47.4,J,47.4, ,370'392,19'823,VJC2741,0,14974478,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-47.5,J,47.5, ,370'393,19'823,VJC2741,0,14974506,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-47.6,J,47.6, ,370'394,19'823,VJC2741,0,14974534,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-48,J,48, ,370'395,19'823,VJC2741,0,14974561,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-49,J,49, ,370'396,19'823,VJC2741,0,14974588,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-50.1,J,50.1, ,370'397,19'823,VJC2741,0,14974615,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-50.2,J,50.2, ,370'398,19'823,VJC2741,0,14974643,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-51,J,51, ,370'399,19'823,VJC2741,0,14974671,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-52,J,52, ,370'400,19'823,VJC2741,0,14974699,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-53,J,53, ,370'401,19'823,VJC2741,0,14974726,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-54,J,54, ,370'402,19'823,VJC2741,0,14974759,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-55,J,55, ,370'403,19'823,VJC2741,0,14974786,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-56.1,J,56.1, ,370'404,19'823,VJC2741,0,14974814,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-56.2,J,56.2, ,370'405,19'823,VJC2741,0,14974842,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-56.3,J,56.3, ,370'406,19'823,VJC2741,0,14974869,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-57.1,J,57.1, ,370'407,19'823,VJC2741,0,14974900,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-57.2,J,57.2, ,370'408,19'823,VJC2741,0,14974928,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-57.3,J,57.3, ,370'409,19'823,VJC2741,0,14974956,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-57.4,J,57.4, ,370'410,19'823,VJC2741,0,14974984,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-58.1,J,58.1, ,370'411,19'823,VJC2741,0,14975012,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-58.2,J,58.2, ,370'412,19'823,VJC2741,0,14975040,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-58.3,J,58.3, ,370'413,19'823,VJC2741,0,14975068,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-59,J,59, ,370'414,19'823,VJC2741,0,14975095,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-60.1,J,60.1, ,370'415,19'823,VJC2741,0,14975123,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-60.2,J,60.2, ,370'416,19'823,VJC2741,0,14975150,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-60.3,J,60.3, ,370'417,19'823,VJC2741,0,14975179,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-61.1,J,61.1, ,370'418,19'823,VJC2741,0,14975206,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-61.2,J,61.2, ,370'419,19'823,VJC2741,0,14975235,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-61.3,J,61.3, ,370'420,19'823,VJC2741,0,14975263,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-61.4,J,61.4, ,370'421,19'823,VJC2741,0,14975292,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-61.5,J,61.5, ,370'422,19'823,VJC2741,0,14975320,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-62,J,62, ,370'423,19'823,VJC2741,0,14975347,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-63.1,J,63.1, ,370'424,19'823,VJC2741,0,14975375,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-63.2,J,63.2, ,370'425,19'823,VJC2741,0,14975403,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-64.1,J,64.1, ,370'426,19'823,VJC2741,0,14975431,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-64.2,J,64.2, ,370'427,19'823,VJC2741,0,14975458,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-65,J,65, ,370'428,19'823,VJC2741,0,14975485,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-66.1,J,66.1, ,370'429,19'823,VJC2741,0,14975514,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-66.2,J,66.2, ,370'430,19'823,VJC2741,0,14975542,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-66.3,J,66.3, ,370'431,19'823,VJC2741,0,14975569,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-66.4,J,66.4, ,370'432,19'823,VJC2741,0,14975597,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-66.5,J,66.5, ,370'433,19'823,VJC2741,0,14975625,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-66.6,J,66.6, ,370'434,19'823,VJC2741,0,14975653,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-67.1,J,67.1, ,370'435,19'823,VJC2741,0,14975681,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-67.2,J,67.2, ,370'436,19'823,VJC2741,0,14975708,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-68,J,68, ,370'437,19'823,VJC2741,0,14975736,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-69,J,69, ,370'438,19'823,VJC2741,0,14975763,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-70,J,70, ,370'439,19'823,VJC2741,0,14975791,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-71,J,71, ,370'440,19'823,VJC2741,0,14975820,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-72.1,J,72.1, ,370'441,19'823,VJC2741,0,14975848,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-72.2,J,72.2, ,370'442,19'823,VJC2741,0,14975876,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-73.1,J,73.1, ,370'443,19'823,VJC2741,0,14975903,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-73.2,J,73.2, ,370'444,19'823,VJC2741,0,14975934,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-74.1,J,74.1, ,370'445,19'823,VJC2741,0,14975962,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-74.2,J,74.2, ,370'446,19'823,VJC2741,0,14975989,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-74.3,J,74.3, ,370'447,19'823,VJC2741,0,14976017,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-74.4,J,74.4, ,370'448,19'823,VJC2741,0,14976045,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-74.5,J,74.5, ,370'449,19'823,VJC2741,0,14976073,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-75,J,75, ,370'450,19'823,VJC2741,0,14976100,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-76.1,J,76.1, ,370'451,19'823,VJC2741,0,14976127,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-76.2,J,76.2, ,370'452,19'823,VJC2741,0,14976155,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-76.3,J,76.3, ,370'453,19'823,VJC2741,0,14976183,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-77.1,J,77.1, ,370'454,19'823,VJC2741,0,14976211,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-77.2,J,77.2, ,370'455,19'823,VJC2741,0,14976238,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-78.1,J,78.1, ,370'456,19'823,VJC2741,0,14976265,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-78.2,J,78.2, ,370'457,19'823,VJC2741,0,14976293,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-78.3,J,78.3, ,370'458,19'823,VJC2741,0,14976320,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-78.4,J,78.4, ,370'459,19'823,VJC2741,0,14976347,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-79.1,J,79.1, ,370'460,19'823,VJC2741,0,14976374,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-79.2,J,79.2, ,370'461,19'823,VJC2741,0,14976402,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-79.3,J,79.3, ,370'462,19'823,VJC2741,0,14976429,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-80,J,80, ,370'463,19'823,VJC2741,0,14976457,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-81,J,81, ,370'464,19'823,VJC2741,0,14976485,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-82.1,J,82.1, ,370'465,19'823,VJC2741,0,14976514,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-82.2,J,82.2, ,370'466,19'823,VJC2741,0,14976541,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-82.3,J,82.3, ,370'467,19'823,VJC2741,0,14976568,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-83,J,83, ,370'468,19'823,VJC2741,0,14976595,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-84,J,84, ,370'469,19'823,VJC2741,0,14976623,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-85.1,J,85.1, ,370'470,19'823,VJC2741,0,14976650,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-85.2,J,85.2, ,370'471,19'823,VJC2741,0,14976677,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-86,J,86, ,370'472,19'823,VJC2741,0,14976704,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-87,J,87, ,370'473,19'823,VJC2741,0,14976732,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-88,J,88, ,370'474,19'823,VJC2741,0,14976759,VJC2741,19'823
