preparation,uuid,template_title,template_type,template_number,parent_wtno_i,wtno_i,mutation,mutator,status,mutation_time,created_by,created_date
 , ,CAAV-F586-SECTION5-B1-374,J,374, ,370'967,19'823,VJC2741,0,14990332,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-375.1,J,375.1, ,370'968,19'823,VJC2741,0,14990359,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-375.2,J,375.2, ,370'969,19'823,VJC2741,0,14990386,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-376.1,J,376.1, ,370'970,19'823,VJC2741,0,14990414,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-376.2,J,376.2, ,370'971,19'823,VJC2741,0,14990441,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-376.3,J,376.3, ,370'972,19'823,VJC2741,0,14990468,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-376.4,J,376.4, ,370'973,19'823,VJC2741,0,14990495,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-377.1,J,377.1, ,370'974,19'823,VJC2741,0,14990523,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-377.2,J,377.2, ,370'975,19'823,VJC2741,0,14990550,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-378.1,J,378.1, ,370'976,19'823,VJC2741,0,14990578,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-378.2,J,378.2, ,370'977,19'823,VJC2741,0,14990606,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-379.1,J,379.1, ,370'978,19'823,VJC2741,0,14990635,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-379.2,J,379.2, ,370'979,19'823,VJC2741,0,14990662,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-379.3,J,379.3, ,370'980,19'823,VJC2741,0,14990689,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-379.4,J,379.4, ,370'981,19'823,VJC2741,0,14990716,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-379.5,J,379.5, ,370'982,19'823,VJC2741,0,14990745,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-380,J,380, ,370'983,19'823,VJC2741,0,14990772,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-381,J,381, ,370'984,19'823,VJC2741,0,14990800,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-382.1,J,382.1, ,370'985,19'823,VJC2741,0,14990827,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-382.2,J,382.2, ,370'986,19'823,VJC2741,0,14990855,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-279,J,279, ,370'810,19'823,VJC2741,0,14986004,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-280.1,J,280.1, ,370'811,19'823,VJC2741,0,14986033,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-280.2,J,280.2, ,370'812,19'823,VJC2741,0,14986060,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-281.1,J,281.1, ,370'813,19'823,VJC2741,0,14986089,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-281.2,J,281.2, ,370'814,19'823,VJC2741,0,14986117,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-282.1,J,282.1, ,370'815,19'823,VJC2741,0,14986145,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-282.2,J,282.2, ,370'816,19'823,VJC2741,0,14986172,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-283,J,283, ,370'817,19'823,VJC2741,0,14986201,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-284,J,284, ,370'818,19'823,VJC2741,0,14986229,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-285,J,285, ,370'819,19'823,VJC2741,0,14986256,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-286.1,J,286.1, ,370'820,19'823,VJC2741,0,14986283,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-286.2,J,286.2, ,370'821,19'823,VJC2741,0,14986310,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-287.1,J,287.1, ,370'822,19'823,VJC2741,0,14986337,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-287.2,J,287.2, ,370'823,19'823,VJC2741,0,14986365,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-287.3,J,287.3, ,370'824,19'823,VJC2741,0,14986393,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-287.4,J,287.4, ,370'825,19'823,VJC2741,0,14986421,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-288,J,288, ,370'826,19'823,VJC2741,0,14986448,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-289.1,J,289.1, ,370'827,19'823,VJC2741,0,14986476,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-289.2,J,289.2, ,370'828,19'823,VJC2741,0,14986504,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-289.3,J,289.3, ,370'829,19'823,VJC2741,0,14986531,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-290,J,290, ,370'830,19'823,VJC2741,0,14986559,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-291,J,291, ,370'831,19'823,VJC2741,0,14986586,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-292,J,292, ,370'832,19'823,VJC2741,0,14986613,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-293,J,293, ,370'833,19'823,VJC2741,0,14986641,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-294,J,294, ,370'834,19'823,VJC2741,0,14986668,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-295,J,295, ,370'835,19'823,VJC2741,0,14986695,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-296,J,296, ,370'836,19'823,VJC2741,0,14986723,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-297,J,297, ,370'837,19'823,VJC2741,0,14986750,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-298,J,298, ,370'838,19'823,VJC2741,0,14986777,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-299.1,J,299.1, ,370'839,19'823,VJC2741,0,14986805,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-299.2,J,299.2, ,370'840,19'823,VJC2741,0,14986832,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-299.3,J,299.3, ,370'841,19'823,VJC2741,0,14986859,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-300.1,J,300.1, ,370'842,19'823,VJC2741,0,14986888,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-300.2,J,300.2, ,370'843,19'823,VJC2741,0,14986915,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-301.1,J,301.1, ,370'844,19'823,VJC2741,0,14986942,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-301.2,J,301.2, ,370'845,19'823,VJC2741,0,14986970,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-302.1,J,302.1, ,370'846,19'823,VJC2741,0,14986997,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-302.2,J,302.2, ,370'847,19'823,VJC2741,0,14987025,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-303.1,J,303.1, ,370'848,19'823,VJC2741,0,14987053,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-303.2,J,303.2, ,370'849,19'823,VJC2741,0,14987080,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-304.1,J,304.1, ,370'850,19'823,VJC2741,0,14987108,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-304.2,J,304.2, ,370'851,19'823,VJC2741,0,14987136,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-305.1,J,305.1, ,370'852,19'823,VJC2741,0,14987164,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-305.2,J,305.2, ,370'853,19'823,VJC2741,0,14987191,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-306,J,306, ,370'854,19'823,VJC2741,0,14987219,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-307.1,J,307.1, ,370'855,19'823,VJC2741,0,14987246,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-307.2,J,307.2, ,370'856,19'823,VJC2741,0,14987273,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-307.3,J,307.3, ,370'857,19'823,VJC2741,0,14987300,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-308,J,308, ,370'858,19'823,VJC2741,0,14987328,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-309.1,J,309.1, ,370'859,19'823,VJC2741,0,14987355,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-309.2,J,309.2, ,370'860,19'823,VJC2741,0,14987382,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-310,J,310, ,370'861,19'823,VJC2741,0,14987409,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-311,J,311, ,370'862,19'823,VJC2741,0,14987436,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-312.1,J,312.1, ,370'863,19'823,VJC2741,0,14987463,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-312.2,J,312.2, ,370'864,19'823,VJC2741,0,14987492,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-313,J,313, ,370'865,19'823,VJC2741,0,14987519,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-314.1,J,314.1, ,370'866,19'823,VJC2741,0,14987546,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-314.2,J,314.2, ,370'867,19'823,VJC2741,0,14987574,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-314.3,J,314.3, ,370'868,19'823,VJC2741,0,14987601,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-315.1,J,315.1, ,370'869,19'823,VJC2741,0,14987631,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-315.2,J,315.2, ,370'870,19'823,VJC2741,0,14987658,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-315.3,J,315.3, ,370'871,19'823,VJC2741,0,14987686,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-316.1,J,316.1, ,370'872,19'823,VJC2741,0,14987713,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-316.2,J,316.2, ,370'873,19'823,VJC2741,0,14987740,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-317,J,317, ,370'874,19'823,VJC2741,0,14987768,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-318.1,J,318.1, ,370'875,19'823,VJC2741,0,14987795,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-318.2,J,318.2, ,370'876,19'823,VJC2741,0,14987824,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-319,J,319, ,370'877,19'823,VJC2741,0,14987851,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-320,J,320, ,370'878,19'823,VJC2741,0,14987878,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-321,J,321, ,370'879,19'823,VJC2741,0,14987907,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-322,J,322, ,370'880,19'823,VJC2741,0,14987935,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-323.1,J,323.1, ,370'881,19'823,VJC2741,0,14987964,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-323.2,J,323.2, ,370'882,19'823,VJC2741,0,14987992,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-324,J,324, ,370'883,19'823,VJC2741,0,14988019,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-325,J,325, ,370'884,19'823,VJC2741,0,14988047,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-326,J,326, ,370'885,19'823,VJC2741,0,14988075,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-327.1,J,327.1, ,370'886,19'823,VJC2741,0,14988102,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-327.2,J,327.2, ,370'887,19'823,VJC2741,0,14988129,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-328.1,J,328.1, ,370'888,19'823,VJC2741,0,14988157,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-328.2,J,328.2, ,370'889,19'823,VJC2741,0,14988184,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-329.1,J,329.1, ,370'890,19'823,VJC2741,0,14988211,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-329.2,J,329.2, ,370'891,19'823,VJC2741,0,14988239,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-330.1,J,330.1, ,370'892,19'823,VJC2741,0,14988266,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-330.2,J,330.2, ,370'893,19'823,VJC2741,0,14988293,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-331,J,331, ,370'894,19'823,VJC2741,0,14988320,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-332.1,J,332.1, ,370'895,19'823,VJC2741,0,14988347,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-332.2,J,332.2, ,370'896,19'823,VJC2741,0,14988374,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-332.3,J,332.3, ,370'897,19'823,VJC2741,0,14988402,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-333,J,333, ,370'898,19'823,VJC2741,0,14988430,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-334.1,J,334.1, ,370'899,19'823,VJC2741,0,14988457,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-334.2,J,334.2, ,370'900,19'823,VJC2741,0,14988484,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-335.1,J,335.1, ,370'901,19'823,VJC2741,0,14988512,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-335.2,J,335.2, ,370'902,19'823,VJC2741,0,14988543,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-336.1,J,336.1, ,370'903,19'823,VJC2741,0,14988572,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-336.2,J,336.2, ,370'904,19'823,VJC2741,0,14988599,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-337,J,337, ,370'905,19'823,VJC2741,0,14988626,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-338,J,338, ,370'906,19'823,VJC2741,0,14988655,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-339,J,339, ,370'907,19'823,VJC2741,0,14988682,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-340,J,340, ,370'908,19'823,VJC2741,0,14988709,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-341,J,341, ,370'909,19'823,VJC2741,0,14988736,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-342,J,342, ,370'910,19'823,VJC2741,0,14988763,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-343,J,343, ,370'911,19'823,VJC2741,0,14988791,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-344,J,344, ,370'912,19'823,VJC2741,0,14988818,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-345.1,J,345.1, ,370'913,19'823,VJC2741,0,14988845,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-345.2,J,345.2, ,370'914,19'823,VJC2741,0,14988872,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-345.3,J,345.3, ,370'915,19'823,VJC2741,0,14988899,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-346,J,346, ,370'916,19'823,VJC2741,0,14988927,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-347,J,347, ,370'917,19'823,VJC2741,0,14988954,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-348.1,J,348.1, ,370'918,19'823,VJC2741,0,14988981,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-348.2,J,348.2, ,370'919,19'823,VJC2741,0,14989009,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-348.3,J,348.3, ,370'920,19'823,VJC2741,0,14989036,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-349,J,349, ,370'921,19'823,VJC2741,0,14989063,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-350,J,350, ,370'922,19'823,VJC2741,0,14989091,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-351,J,351, ,370'923,19'823,VJC2741,0,14989118,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-352,J,352, ,370'924,19'823,VJC2741,0,14989145,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-353,J,353, ,370'925,19'823,VJC2741,0,14989172,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-354,J,354, ,370'926,19'823,VJC2741,0,14989200,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-355,J,355, ,370'927,19'823,VJC2741,0,14989228,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-356,J,356, ,370'928,19'823,VJC2741,0,14989255,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-357.1,J,357.1, ,370'929,19'823,VJC2741,0,14989283,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-357.2,J,357.2, ,370'930,19'823,VJC2741,0,14989310,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-357.3,J,357.3, ,370'931,19'823,VJC2741,0,14989337,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-357.4,J,357.4, ,370'932,19'823,VJC2741,0,14989365,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-357.5,J,357.5, ,370'933,19'823,VJC2741,0,14989391,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-357.6,J,357.6, ,370'934,19'823,VJC2741,0,14989419,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-358,J,358, ,370'935,19'823,VJC2741,0,14989449,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-359.1,J,359.1, ,370'936,19'823,VJC2741,0,14989476,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-359.2,J,359.2, ,370'937,19'823,VJC2741,0,14989502,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-360,J,360, ,370'938,19'823,VJC2741,0,14989530,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-361,J,361, ,370'939,19'823,VJC2741,0,14989557,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-362.1,J,362.1, ,370'940,19'823,VJC2741,0,14989586,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-362.2,J,362.2, ,370'941,19'823,VJC2741,0,14989613,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-363.1,J,363.1, ,370'942,19'823,VJC2741,0,14989640,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-363.2,J,363.2, ,370'943,19'823,VJC2741,0,14989667,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-364,J,364, ,370'944,19'823,VJC2741,0,14989694,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-365.1,J,365.1, ,370'945,19'823,VJC2741,0,14989722,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-365.2,J,365.2, ,370'946,19'823,VJC2741,0,14989750,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-365.3,J,365.3, ,370'947,19'823,VJC2741,0,14989777,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-366,J,366, ,370'948,19'823,VJC2741,0,14989805,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-367,J,367, ,370'949,19'823,VJC2741,0,14989832,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-368.1,J,368.1, ,370'950,19'823,VJC2741,0,14989859,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-368.2,J,368.2, ,370'951,19'823,VJC2741,0,14989886,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-368.3,J,368.3, ,370'952,19'823,VJC2741,0,14989913,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-368.4,J,368.4, ,370'953,19'823,VJC2741,0,14989940,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-369.1,J,369.1, ,370'954,19'823,VJC2741,0,14989967,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-369.2,J,369.2, ,370'955,19'823,VJC2741,0,14989995,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-369.3,J,369.3, ,370'956,19'823,VJC2741,0,14990024,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-369.4,J,369.4, ,370'957,19'823,VJC2741,0,14990054,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-369.5,J,369.5, ,370'958,19'823,VJC2741,0,14990082,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-369.6,J,369.6, ,370'959,19'823,VJC2741,0,14990111,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-147.4,J,147.4, ,370'576,19'823,VJC4679,2,28548493,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-1,J,001, ,370'302,19'830,VJC4679,0,9051325,VJC2741,19'823
